filename,ellipse_center_x,ellipse_center_y,ellipse_majoraxis,ellipse_minoraxis,ellipse_angle,elapsed_time
2018-02-15 18.42.48.082000.tiff,489.30462646484375,492.0265808105469,582.6893920898438,580.041259765625,152.17266464233398,79.46991920471191
2018-02-15 17.26.47.474000.tiff,489.9601135253906,490.9665222167969,580.8527221679688,580.5065307617188,145.4757843017578,16.503095626831055
2018-06-08 15.04.04.079000.tiff,474.5421447753906,494.52606201171875,526.3001708984375,433.87249755859375,147.6125717163086,102.23007202148438
2018-02-15 18.53.26.982000.tiff,,,,,,13.203859329223633
2018-02-15 17.32.42.101000.tiff,,,,,,32.9439640045166
2018-05-25 09.09.03.232000.tiff,318.3284912109375,474.9000244140625,574.3848266601562,462.3775634765625,180.8471221923828,64.83197212219238
2018-06-18_080322.tiff,490.5,490.5,580.3677368164062,580.3677368164062,90.0,12.086868286132812
2018-07-24_103630.tiff,,,,,,11.562108993530273
2018-06-08 14.08.57.975000.tiff,,,,,,109.63606834411621
2018-05-25 10.34.16.892000.tiff,479.699951171875,490.8075866699219,575.4802856445312,557.107421875,216.85362243652344,22.34506607055664
2018-02-15 17.36.17.793000.tiff,,,,,,11.314868927001953
2018-02-15 17.50.59.470000.tiff,494.38006591796875,487.90716552734375,618.4695434570312,536.6244506835938,91.02927136421204,485.443115234375
2018-05-25 10.22.43.449000.tiff,,,,,,95.42202949523926
2018-06-08 14.02.22.897000.tiff,-7071.3857421875,-7865.3857421875,13709.6376953125,13697.9462890625,135.04888153076172,183.73489379882812
2018-02-15 18.05.45.007000.tiff,488.0401306152344,484.9130859375,598.8284301757812,565.3729248046875,94.33178567886353,821.9571113586426
2018-02-20 13.10.43.082000.tiff,,,,,,19.670963287353516
2018-08-22_124416.tiff,,,,,,17.988204956054688
2018-06-05_090327.tiff,,,,,,19.853830337524414
2018-09-21_111456.tiff,488.5574035644531,491.8870544433594,583.3152465820312,579.7344970703125,118.90828895568848,220.91078758239746
2018-02-15 17.57.12.724000.tiff,,,,,,195.3868865966797
2018-10-03_110513.tiff,,,,,,15.038013458251953
2018-02-15 19.39.59.848000.tiff,,,,,,67.23570823669434
2018-10-04_145139.tiff,,,,,,197.83520698547363
2018-10-16_110527.tiff,,,,,,10.653972625732422
2018-08-30 11.48.27.910000.tiff,484.8699035644531,491.3714599609375,584.669921875,582.3604125976562,164.71566772460938,164.5638942718506
2018-05-25 09.31.17.919000.tiff,211.8448944091797,734.7349243164062,334.2738342285156,190.09255981445312,113.82059669494629,71.78592681884766
2018-02-15 18.31.24.333000.tiff,347.650634765625,462.05206298828125,567.1549072265625,426.63031005859375,146.82264709472656,210.9050750732422
2018-02-15 19.34.07.667000.tiff,490.4548034667969,488.6446533203125,581.5286865234375,581.009765625,201.6796646118164,56.915998458862305
2018-02-15 17.55.14.001000.tiff,,,,,,124.09591674804688
2018-02-15 20.24.03.748000.tiff,,,,,,12.176036834716797
2018-10-22_094610.tiff,494.96783447265625,490.9186096191406,589.9459228515625,571.28564453125,188.5027847290039,63.4610652923584
2018-02-15 19.06.43.509000.tiff,,,,,,17.08197593688965
2018-02-15 20.03.45.350000.tiff,,,,,,57.286977767944336
2018-09-25_220554.tiff,,,,,,22.835969924926758
2018-05-25 09.40.36.755000.tiff,,,,,,157.5469970703125
2018-02-15 19.11.10.576000.tiff,5456.3857421875,-4058.38525390625,12112.46875,6993.1201171875,225.07821655273438,80.55400848388672
2018-02-15 18.56.13.554000.tiff,,,,,,198.14205169677734
2018-02-15 19.05.14.903000.tiff,363.8295593261719,516.3911743164062,57.20866394042969,53.90157699584961,190.80142211914062,21.918058395385742
2018-05-04 13.41.53.906000.tiff,,,,,,191.7858123779297
2018-02-15 17.45.53.048000.tiff,553.7525634765625,532.1705322265625,530.62109375,506.3575744628906,168.90039825439453,309.07726287841797
